Batsman,Bowler,Probability of 0,Probability of 1,Probability of 2,Probability of 3,Probability of 4,Probability of 6,Probability of W,Balls Faced
DA Warner,T Shamsi,0.416666667,0.25,0.083333333,0,0.083333333,0.083333333,0.083333333,12
V Kohli,DR Smith,0,0.5,0.25,0,0.25,0,0,4
KD Karthik,Bipul Sharma,0.454545455,0.181818182,0,0,0.181818182,0.090909091,0.090909091,11
Gurkeerat Singh,Mustafizur Rahman,0.571428571,0.142857143,0.142857143,0,0.142857143,0,0,7
RR Pant,SK Raina,0.117647059,0.470588235,0.058823529,0.058823529,0.235294118,0.058823529,0,17
DJ Hooda,HH Pandya,0,0.2,0.4,0,0.4,0,0,5
Yuvraj Singh,MP Stoinis,0.333333333,0.666666667,0,0,0,0,0,3
RG Sharma,UT Yadav,0.333333333,0.333333333,0,0,0.333333333,0,0,6
S Dhawan,AS Rajpoot,0.2,0.4,0.2,0,0.2,0,0,5
TM Head,A Zampa,0,1,0,0,0,0,0,1
SS Tiwary,BB Sran,0.5,0.5,0,0,0,0,0,2
RA Jadeja,Harbhajan Singh,0.666666667,0.333333333,0,0,0,0,0,3
NV Ojha,Kuldeep Yadav,0.666666667,0.222222222,0.111111111,0,0,0,0,9
F du Plessis,P Kumar,0.6,0.2,0,0,0.2,0,0,5
SA Yadav,JJ Bumrah,0,0.5,0,0,0.5,0,0,2
WP Saha,M Morkel,0.5,0.25,0.25,0,0,0,0,4
YK Pathan,BB Sran,0.166666667,0.833333333,0,0,0,0,0,6
SPD Smith,B Kumar,0.5,0.2,0.3,0,0,0,0,10
AT Rayudu,MR Marsh,0.545454545,0.363636364,0,0,0.090909091,0,0,11
AB de Villiers,Z Khan,0.357142857,0.214285714,0,0,0.357142857,0,0.071428571,14
RR Pant,STR Binny,0,1,0,0,0,0,0,1
A Mishra,R Vinay Kumar,0.5,0.5,0,0,0,0,0,2
SK Raina,R Bhatia,0.142857143,0.857142857,0,0,0,0,0,7
S Dhawan,SR Watson,0.142857143,0.428571429,0,0,0.285714286,0.142857143,0,7
DA Warner,MP Stoinis,0.454545455,0.363636364,0,0,0.090909091,0.090909091,0,11
F du Plessis,PV Tambe,0.2,0.4,0,0,0.2,0.1,0.1,10
PP Chawla,DR Smith,0.571428571,0.142857143,0.142857143,0,0,0,0.142857143,7
Yuvraj Singh,DR Smith,0,0.5,0,0,0.5,0,0,2
DJ Hooda,S Aravind,0.5,0.333333333,0,0,0,0,0.166666667,6
GJ Bailey,BB Sran,0.333333333,0.5,0,0,0.166666667,0,0,6
IK Pathan,AS Rajpoot,1,0,0,0,0,0,0,2
RA Jadeja,AR Patel,0.333333333,0.333333333,0,0,0,0,0.333333333,3
AD Russell,M Ashwin,0,1,0,0,0,0,0,1
S Dhawan,NLTC Perera,0.111111111,0.555555556,0.111111111,0.111111111,0,0.111111111,0,9
DA Warner,TG Southee,0.176470588,0.470588235,0.176470588,0,0.176470588,0,0,17
YK Pathan,CR Brathwaite,0.333333333,0.333333333,0,0,0,0,0.333333333,3
S Dhawan,Z Khan,0.6,0.2,0,0,0.2,0,0,5
KD Karthik,MM Sharma,0,0.666666667,0,0,0.333333333,0,0,3
NS Naik,BB Sran,0,0.714285714,0.285714286,0,0,0,0,7
R Vinay Kumar,R Ashwin,0.333333333,0.666666667,0,0,0,0,0,3
Harbhajan Singh,MR Marsh,0,1,0,0,0,0,0,1
KL Rahul,KA Pollard,0.5,0,0,0,0,0.5,0,2
JC Buttler,MP Stoinis,0.333333333,0.333333333,0,0,0,0,0.333333333,3
SP Narine,DS Kulkarni,1,0,0,0,0,0,0,4
SV Samson,AD Russell,0,0.666666667,0,0,0.333333333,0,0,3
MC Henriques,DJ Bravo,0.5,0,0,0,0,0,0.5,2
Yuvraj Singh,AR Patel,0.666666667,0.166666667,0,0,0.166666667,0,0,6
RA Jadeja,TA Boult,0.25,0.75,0,0,0,0,0,4
PA Patel,STR Binny,0,1,0,0,0,0,0,1
V Kohli,RA Jadeja,0.133333333,0.666666667,0.2,0,0,0,0,15
SN Khan,Mohammed Shami,0.333333333,0.333333333,0,0,0,0,0.333333333,3
RR Pant,NLTC Perera,1,0,0,0,0,0,0,1
R Sathish,NLTC Perera,0.333333333,0.666666667,0,0,0,0,0,3
MC Henriques,S Kaushik,0.636363636,0.090909091,0.181818182,0,0.090909091,0,0,11
KD Karthik,MG Johnson,0.428571429,0.142857143,0,0,0.285714286,0,0.142857143,7
SPD Smith,DJ Bravo,0.166666667,0.416666667,0.083333333,0,0.083333333,0.083333333,0.166666667,12
RG Sharma,CJ Jordan,0.5,0.166666667,0.083333333,0,0.25,0,0,12
UT Khawaja,R Dhawan,0.428571429,0.428571429,0,0,0.142857143,0,0,7
DA Miller,Shakib Al Hasan,0.25,0.75,0,0,0,0,0,4
B Kumar,JO Holder,0.25,0.5,0,0,0.25,0,0,4
V Kohli,SP Narine,0.380952381,0.380952381,0.095238095,0,0.142857143,0,0,21
AJ Finch,S Nadeem,0.5,0.166666667,0,0,0.166666667,0,0.166666667,6
AB de Villiers,PV Tambe,0.230769231,0.307692308,0.076923077,0,0.153846154,0.153846154,0.076923077,13
JP Faulkner,Sandeep Sharma,0.4,0.2,0,0,0.2,0,0.2,5
WP Saha,J Yadav,0.333333333,0.666666667,0,0,0,0,0,3
KK Nair,R Bhatia,0.428571429,0.428571429,0,0,0,0,0.142857143,7
Q de Kock,D Wiese,0.1,0.4,0,0,0.4,0.1,0,10
RG Sharma,Mohammed Shami,0.25,0.5,0,0,0.25,0,0,4
Gurkeerat Singh,BCJ Cutting,0,1,0,0,0,0,0,1
AB de Villiers,DS Kulkarni,0.25,0.5,0,0,0.1875,0.0625,0,16
JC Buttler,M Ashwin,0.142857143,0.571428571,0.142857143,0,0,0.142857143,0,7
MC Henriques,Kuldeep Yadav,0.2,0.4,0.2,0,0,0.1,0.1,10
AT Rayudu,UT Yadav,0.428571429,0.428571429,0,0,0.142857143,0,0,7
KH Pandya,A Mishra,0.214285714,0.285714286,0,0,0.214285714,0.285714286,0,14
SR Watson,M Morkel,0.5,0.5,0,0,0,0,0,6
Q de Kock,Harbhajan Singh,0.2,0.7,0,0,0.1,0,0,10
KK Nair,KV Sharma,0,0.875,0,0,0,0,0.125,8
NV Ojha,CH Morris,0.5,0.25,0,0,0,0,0.25,4
CH Morris,MP Stoinis,0,1,0,0,0,0,0,1
SV Samson,AB Dinda,0.4,0.6,0,0,0,0,0,5
SK Raina,TG Southee,0.75,0.25,0,0,0,0,0,4
RG Sharma,Mustafizur Rahman,0,1,0,0,0,0,0,2
NLTC Perera,DJ Bravo,0,0.5,0.5,0,0,0,0,2
AJ Finch,B Kumar,0.363636364,0.272727273,0.272727273,0,0,0,0.090909091,11
CH Gayle,BB Sran,0.5,0.071428571,0.142857143,0,0.071428571,0.214285714,0,14
SA Yadav,Mustafizur Rahman,0.333333333,0.333333333,0,0,0.333333333,0,0,3
Harbhajan Singh,R Bhatia,0.714285714,0.285714286,0,0,0,0,0,7
CH Morris,S Aravind,0,1,0,0,0,0,0,2
Bipul Sharma,JO Holder,0,1,0,0,0,0,0,1
AR Patel,B Kumar,0,0.428571429,0.142857143,0,0.142857143,0.285714286,0,7
BB McCullum,Bipul Sharma,0.333333333,0.444444444,0,0,0,0,0.222222222,9
Yuvraj Singh,MJ McClenaghan,0.25,0.25,0.125,0,0.25,0,0.125,8
KJ Abbott,UT Yadav,0.666666667,0,0.333333333,0,0,0,0,3
NV Ojha,AR Patel,0,1,0,0,0,0,0,2
MK Pandey,Iqbal Abdulla,0.416666667,0.5,0,0,0.083333333,0,0,12
MP Stoinis,AD Russell,0.75,0,0,0,0,0,0.25,4
SV Samson,MG Johnson,0,1,0,0,0,0,0,4
NLTC Perera,PP Chawla,0.428571429,0,0.285714286,0,0,0.142857143,0.142857143,7
MC Henriques,CJ Jordan,0.5,0,0,0,0,0,0.5,2
F du Plessis,B Kumar,0.25,0.5,0,0,0.25,0,0,4
Yuvraj Singh,SR Watson,0.6,0.2,0,0,0.2,0,0,5
YK Pathan,BCJ Cutting,0.666666667,0.333333333,0,0,0,0,0,3
BB McCullum,AS Rajpoot,0.666666667,0,0,0,0,0.333333333,0,3
Gurkeerat Singh,S Aravind,1,0,0,0,0,0,0,1
JC Buttler,DS Kulkarni,0.75,0.125,0,0,0.125,0,0,8
NLTC Perera,JJ Bumrah,0.25,0.5,0,0,0,0.25,0,4
Q de Kock,S Kaushik,0.428571429,0.428571429,0,0,0,0,0.142857143,7
AM Rahane,A Mishra,0.277777778,0.666666667,0,0,0.055555556,0,0,18
SA Yadav,MC Henriques,0.333333333,0.333333333,0,0,0,0,0.333333333,3
CH Gayle,KJ Abbott,0.142857143,0.285714286,0,0,0.285714286,0.285714286,0,7
KA Pollard,I Sharma,1,0,0,0,0,0,0,6
DR Smith,Iqbal Abdulla,0.285714286,0.285714286,0,0,0.357142857,0.071428571,0,14
RV Uthappa,Gurkeerat Singh,0.25,0.5,0,0,0.25,0,0,4
RA Jadeja,B Kumar,0.230769231,0.538461538,0.153846154,0,0.076923077,0,0,13
P Negi,UT Yadav,0.571428571,0.285714286,0.142857143,0,0,0,0,7
CR Brathwaite,GB Hogg,0,0.333333333,0.333333333,0,0,0.333333333,0,3
KK Nair,R Vinay Kumar,0.5,0.5,0,0,0,0,0,4
R Bhatia,CJ Jordan,0,0.5,0,0,0,0.5,0,2
S Dhawan,Sandeep Sharma,0.466666667,0.4,0.066666667,0,0.066666667,0,0,15
DA Warner,Parvez Rasool,0.3125,0.4375,0.0625,0,0.0625,0.125,0,16
DA Miller,R Ashwin,0.25,0.25,0,0,0.25,0,0.25,4
UT Khawaja,Gurkeerat Singh,0.166666667,0.5,0.166666667,0,0,0,0.166666667,6
KL Rahul,RP Singh,0.625,0.25,0,0,0,0.125,0,8
SR Watson,P Kumar,0.6,0.2,0,0,0,0,0.2,5
KA Pollard,PP Chawla,0,1,0,0,0,0,0,1
RR Pant,DR Smith,0.166666667,0.666666667,0.166666667,0,0,0,0,6
DA Warner,P Kumar,0.424242424,0.212121212,0.151515152,0,0.212121212,0,0,33
AM Rahane,Iqbal Abdulla,0.1,0.7,0.2,0,0,0,0,10
RV Uthappa,GJ Maxwell,0.2,0.6,0,0,0.2,0,0,5
SK Raina,SP Narine,0.3,0.5,0.1,0,0,0,0.1,10
NV Ojha,A Zampa,0.666666667,0,0,0,0,0,0.333333333,3
DA Warner,SR Watson,0.1875,0.375,0.1875,0,0.125,0.0625,0.0625,16
Sachin Baby,BB Sran,0,1,0,0,0,0,0,2
DJ Hooda,Sandeep Sharma,0.5,0.333333333,0,0,0,0,0.166666667,6
M Morkel,DJ Bravo,0,1,0,0,0,0,0,1
SW Billings,KC Cariappa,0.5,0,0.5,0,0,0,0,4
SV Samson,IK Pathan,0.428571429,0.285714286,0.285714286,0,0,0,0,7
WP Saha,DS Kulkarni,0.25,0,0.75,0,0,0,0,4
KL Rahul,A Zampa,0.5,0.375,0,0,0,0,0.125,8
Harbhajan Singh,RP Singh,0.333333333,0.166666667,0,0,0.5,0,0,6
KS Williamson,A Mishra,0.25,0.625,0,0,0.125,0,0,8
KD Karthik,PP Chawla,0.5,0.5,0,0,0,0,0,2
MK Pandey,AR Patel,0.5,0,0,0,0,0,0.5,2
KK Nair,JO Holder,0.3,0.4,0.1,0,0.2,0,0,10
NM Coulter-Nile,PP Chawla,0.714285714,0.285714286,0,0,0,0,0,7
MK Pandey,A Mishra,1,0,0,0,0,0,0,2
DA Warner,KJ Abbott,0.2,0.4,0,0,0.4,0,0,5
NV Ojha,CJ Jordan,0.25,0.25,0.25,0,0.25,0,0,4
V Kohli,AB Dinda,0.4,0.3,0.2,0,0.1,0,0,10
BB McCullum,M Morkel,0.5,0.1,0,0,0.2,0.2,0,10
DJ Bravo,I Sharma,0.2,0.2,0,0,0.6,0,0,5
Q de Kock,Iqbal Abdulla,0,0.666666667,0.333333333,0,0,0,0,3
RA Jadeja,S Nadeem,0,0.666666667,0,0,0.333333333,0,0,3
DA Warner,DS Kulkarni,0.388888889,0.388888889,0.055555556,0,0.111111111,0,0.055555556,18
KK Nair,SR Watson,0.583333333,0.25,0.083333333,0,0,0.083333333,0,12
KK Nair,UT Yadav,0.25,0.25,0,0,0,0.25,0.25,4
KL Rahul,PP Chawla,0.142857143,0.428571429,0,0,0.142857143,0.142857143,0.142857143,7
Harbhajan Singh,B Kumar,0.625,0.25,0,0,0.125,0,0,8
RV Uthappa,MP Stoinis,0,0.857142857,0,0,0.142857143,0,0,7
KK Nair,MM Sharma,0.6,0.2,0.2,0,0,0,0,5
B Kumar,AS Rajpoot,0.5,0,0,0,0,0,0.5,2
KD Karthik,HH Pandya,0.666666667,0.166666667,0,0,0.166666667,0,0,6
KA Pollard,SR Watson,0.47826087,0.086956522,0,0,0.304347826,0.130434783,0,23
P Negi,JJ Bumrah,0.166666667,0.5,0.166666667,0,0.166666667,0,0,6
R Ashwin,MC Henriques,0,0.857142857,0,0,0.142857143,0,0,7
R Sathish,Ankit Sharma,0,1,0,0,0,0,0,1
AD Russell,Ankit Sharma,0.5,0.166666667,0,0,0,0.333333333,0,6
SR Watson,R Bhatia,0,0.666666667,0,0,0,0.333333333,0,6
KP Pietersen,KJ Abbott,0.5,0,0,0,0,0,0.5,2
SK Raina,A Mishra,0.25,0.625,0,0,0,0,0.125,8
SA Yadav,R Bhatia,0.111111111,0.888888889,0,0,0,0,0,9
AB de Villiers,SP Narine,0.4,0.4,0,0,0,0.2,0,5
EJG Morgan,HV Patel,0.4,0.2,0.4,0,0,0,0,5
R Ashwin,PP Chawla,1,0,0,0,0,0,0,4
SA Yadav,KJ Abbott,0,1,0,0,0,0,0,1
AR Patel,A Mishra,0.75,0.25,0,0,0,0,0,4
SE Marsh,R Ashwin,0,1,0,0,0,0,0,2
PA Patel,NLTC Perera,0.333333333,0.333333333,0.333333333,0,0,0,0,3
S Nadeem,JJ Bumrah,0.75,0.25,0,0,0,0,0,4
P Sahu,Z Khan,0.5,0.25,0,0,0.25,0,0,4
DA Miller,GB Hogg,0.25,0.75,0,0,0,0,0,4
S Dhawan,KH Pandya,0.25,0.75,0,0,0,0,0,4
A Mishra,PP Chawla,0.333333333,0.666666667,0,0,0,0,0,3
EJG Morgan,MM Sharma,0.25,0.25,0,0,0.25,0,0.25,4
P Negi,P Sahu,0,0,0,0,0,1,0,1
KL Rahul,KJ Abbott,0.5,0,0,0,0.5,0,0,2
RV Uthappa,Sandeep Sharma,0.3125,0.1875,0.1875,0,0.25,0,0.0625,16
MK Pandey,DR Smith,0.666666667,0,0,0,0,0,0.333333333,3
KK Nair,IK Pathan,0.5,0.3,0,0,0.2,0,0,10
M Vijay,CJ Jordan,0.111111111,0.444444444,0,0,0.444444444,0,0,9
AJ Finch,MM Sharma,0,0.333333333,0,0,0.666666667,0,0,3
CJ Jordan,Mustafizur Rahman,0.666666667,0,0.333333333,0,0,0,0,3
AP Tare,MR Marsh,0.75,0,0.125,0,0.125,0,0,8
HM Amla,CH Morris,1,0,0,0,0,0,0,2
AT Rayudu,M Ashwin,0.285714286,0.714285714,0,0,0,0,0,7
M Vijay,STR Binny,0.090909091,0.545454545,0.090909091,0,0.272727273,0,0,11
DA Warner,Shakib Al Hasan,0.6,0.2,0,0,0.2,0,0,5
NLTC Perera,Imran Tahir,0.25,0.25,0,0,0,0.5,0,4
Harbhajan Singh,I Sharma,0,0.25,0,0,0.5,0.25,0,4
M Vijay,DS Kulkarni,0.363636364,0.272727273,0.272727273,0,0.090909091,0,0,11
BB McCullum,KH Pandya,0.142857143,0.285714286,0.142857143,0,0.285714286,0.142857143,0,7
SA Yadav,BCJ Cutting,0,0.5,0.5,0,0,0,0,4
JC Buttler,SR Watson,0,0.666666667,0,0,0.333333333,0,0,3
IK Pathan,Gurkeerat Singh,0,1,0,0,0,0,0,1
CH Gayle,TG Southee,0.5,0,0,0,0.25,0,0.25,4
KL Rahul,MC Henriques,0.1,0.6,0.1,0,0.1,0,0.1,10
G Gambhir,GJ Maxwell,0.25,0.333333333,0.166666667,0,0.25,0,0,12
PA Patel,AD Russell,0.428571429,0.285714286,0,0,0.285714286,0,0,7
SPD Smith,PV Tambe,0,1,0,0,0,0,0,2
JJ Bumrah,B Kumar,0,1,0,0,0,0,0,1
MA Agarwal,AD Russell,0.333333333,0.444444444,0,0,0.111111111,0,0.111111111,9
KS Williamson,Parvez Rasool,0.222222222,0.666666667,0,0,0.111111111,0,0,9
SK Raina,Harbhajan Singh,0.25,0.75,0,0,0,0,0,8
DR Smith,A Mishra,0.25,0.5,0,0,0,0.25,0,4
AB de Villiers,KH Pandya,0.307692308,0.538461538,0,0,0,0,0.153846154,13
KL Rahul,PV Tambe,0.25,0.75,0,0,0,0,0,4
SK Raina,R Ashwin,0.411764706,0.470588235,0.117647059,0,0,0,0,17
JC Buttler,Z Khan,1,0,0,0,0,0,0,1
DJ Hooda,A Zampa,0.333333333,0,0,0,0,0.333333333,0.333333333,3
HM Amla,DL Chahar,0.75,0.083333333,0.083333333,0,0.083333333,0,0,12
TG Southee,JP Faulkner,0.4,0.2,0.2,0,0,0.2,0,5
V Kohli,MJ McClenaghan,0.25,0.5,0,0,0,0,0.25,4
JP Duminy,R Bhatia,0.166666667,0.75,0.083333333,0,0,0,0,12
MS Dhoni,SP Narine,0.6875,0.25,0,0,0,0,0.0625,16
Shakib Al Hasan,PV Tambe,0.4,0.4,0,0,0.2,0,0,5
Q de Kock,DL Chahar,0.666666667,0.333333333,0,0,0,0,0,3
KD Karthik,AR Patel,0.333333333,0.444444444,0,0,0.111111111,0,0.111111111,9
RV Uthappa,DS Kulkarni,0.428571429,0.19047619,0,0,0.238095238,0.047619048,0.095238095,21
HM Amla,A Nehra,0.272727273,0.272727273,0,0,0.363636364,0.090909091,0,11
AT Rayudu,GJ Maxwell,0.2,0.4,0.2,0,0,0.2,0,5
Sandeep Sharma,AD Russell,0,1,0,0,0,0,0,1
Shakib Al Hasan,S Aravind,0,0.5,0,0,0.5,0,0,2
SR Watson,Z Khan,0.333333333,0.333333333,0,0,0,0.333333333,0,3
KL Rahul,P Kumar,0,0.333333333,0,0,0.666666667,0,0,3
AR Patel,Mohammed Shami,0,0,0,0,0,1,0,1
RA Jadeja,P Sahu,0.4,0.4,0.2,0,0,0,0,5
AJ Finch,R Vinay Kumar,0.666666667,0,0,0,0,0,0.333333333,3
AR Patel,R Ashwin,1,0,0,0,0,0,0,1
TM Head,JJ Bumrah,0.142857143,0.428571429,0.142857143,0,0.142857143,0,0.142857143,7
DR Smith,Harbhajan Singh,0.142857143,0.428571429,0,0,0.142857143,0.285714286,0,7
Z Khan,GB Hogg,1,0,0,0,0,0,0,2
PA Patel,Mohammed Shami,0.6,0.2,0,0,0,0,0.2,5
SS Iyer,Sandeep Sharma,0.333333333,0.333333333,0,0,0,0,0.333333333,3
JP Duminy,A Zampa,0,1,0,0,0,0,0,3
NLTC Perera,Mohammed Shami,0,1,0,0,0,0,0,1
RV Uthappa,Iqbal Abdulla,0.666666667,0,0,0,0,0,0.333333333,3
J Yadav,R Ashwin,0.8,0.2,0,0,0,0,0,5
RG Sharma,KC Cariappa,0,1,0,0,0,0,0,1
KA Pollard,DS Kulkarni,0.444444444,0.333333333,0,0,0,0.111111111,0.111111111,9
MS Dhoni,HV Patel,0.5,0.333333333,0,0,0.083333333,0,0.083333333,12
A Zampa,A Nehra,0.5,0,0,0,0,0,0.5,2
M Vohra,NLTC Perera,0,0.4,0,0,0.6,0,0,5
Shakib Al Hasan,YS Chahal,0,1,0,0,0,0,0,1
PV Tambe,VR Aaron,0.75,0,0,0,0.25,0,0,4
Q de Kock,STR Binny,0.222222222,0.555555556,0.111111111,0,0.111111111,0,0,9
F du Plessis,SB Jakati,0.272727273,0.363636364,0.090909091,0,0.181818182,0.090909091,0,11
S Dhawan,GJ Maxwell,0.142857143,0.571428571,0,0,0.285714286,0,0,7
Q de Kock,YS Chahal,0.25,0.5,0,0,0.125,0.0625,0.0625,16
JP Faulkner,NLTC Perera,0.2,0.4,0.2,0,0.2,0,0,5
RR Pant,JP Faulkner,0.285714286,0.285714286,0,0,0.142857143,0.142857143,0.142857143,7
NV Ojha,SP Narine,0.541666667,0.25,0.125,0,0,0.041666667,0.041666667,24
WP Saha,DJ Bravo,0.166666667,0.444444444,0.111111111,0,0.166666667,0,0.111111111,18
N Rana,YS Chahal,0.4,0.2,0.2,0,0,0,0.2,5
C Munro,BB Sran,0.571428571,0.142857143,0.142857143,0,0.142857143,0,0,7
BB McCullum,TA Boult,0.714285714,0,0,0,0.285714286,0,0,7
Sachin Baby,MM Sharma,0.5,0.25,0.25,0,0,0,0,8
JO Holder,DJ Bravo,0.444444444,0.222222222,0,0,0.111111111,0.111111111,0.111111111,9
SK Raina,T Shamsi,0.375,0.5,0,0,0.125,0,0,8
NV Ojha,AS Rajpoot,0.75,0,0,0,0.25,0,0,4
CH Morris,DS Kulkarni,0,0.5,0,0,0.5,0,0,2
SW Billings,GB Hogg,0,0.615384615,0.307692308,0,0,0.076923077,0,13
DA Warner,KW Richardson,0.111111111,0.222222222,0,0.111111111,0.333333333,0.222222222,0,9
S Dhawan,R Dhawan,0.3,0.5,0,0,0.1,0,0.1,10
CR Brathwaite,B Kumar,0.4,0.2,0,0,0.4,0,0,5
Ishan Kishan,Imran Tahir,0.666666667,0,0,0,0,0,0.333333333,3
SA Yadav,SB Jakati,0.166666667,0.5,0,0,0,0.166666667,0.166666667,6
AJ Finch,MR Marsh,0,0.666666667,0.333333333,0,0,0,0,3
HH Pandya,CH Morris,0,1,0,0,0,0,0,2
BB McCullum,STR Binny,0.5,0.333333333,0,0,0.166666667,0,0,6
YK Pathan,Sandeep Sharma,0.166666667,0.833333333,0,0,0,0,0,6
GJ Maxwell,MC Henriques,0.333333333,0.333333333,0,0,0,0,0.333333333,3
RG Sharma,AR Patel,0.5,0.375,0,0,0,0,0.125,8
AT Rayudu,YS Chahal,0.466666667,0.533333333,0,0,0,0,0,15
AD Russell,A Mishra,0.571428571,0.142857143,0,0,0.142857143,0,0.142857143,7
WP Saha,KV Sharma,0.363636364,0.363636364,0.181818182,0,0.090909091,0,0,11
RG Sharma,CH Morris,0.222222222,0.5,0.055555556,0,0.055555556,0.111111111,0.055555556,18
STR Binny,JJ Bumrah,0.333333333,0.333333333,0,0,0,0,0.333333333,3
BCJ Cutting,AR Patel,0.666666667,0.333333333,0,0,0,0,0,3
CH Morris,GB Hogg,0.4,0.4,0,0,0.2,0,0,5
DA Warner,HV Patel,0.538461538,0.076923077,0,0,0.230769231,0.153846154,0,13
WP Saha,S Kaushik,0,1,0,0,0,0,0,1
PA Patel,PV Tambe,0.4,0.4,0,0,0,0,0.2,5
SE Marsh,JJ Bumrah,0.2,0.8,0,0,0,0,0,5
MP Stoinis,CH Morris,0.4,0.4,0,0,0.2,0,0,5
Harbhajan Singh,SB Jakati,1,0,0,0,0,0,0,5
SR Watson,AR Patel,0.333333333,0.333333333,0,0,0,0,0.333333333,3
Imran Tahir,R Vinay Kumar,0,1,0,0,0,0,0,1
M Vohra,Ankit Sharma,0.3,0.3,0.3,0,0,0,0.1,10
JC Buttler,NLTC Perera,0,0.5,0,0,0.5,0,0,2
GJ Bailey,Mustafizur Rahman,0.666666667,0.333333333,0,0,0,0,0,3
DA Warner,Sandeep Sharma,0.315789474,0.315789474,0.052631579,0,0.157894737,0.105263158,0.052631579,19
JC Buttler,Shakib Al Hasan,0.25,0.5,0.25,0,0,0,0,4
GJ Bailey,AR Patel,0.6,0.2,0,0,0,0,0.2,5
RG Sharma,MP Stoinis,0.333333333,0.666666667,0,0,0,0,0,3
RG Sharma,M Ashwin,0.25,0.375,0.25,0,0,0.125,0,8
SS Iyer,DL Chahar,0.5,0.333333333,0,0,0.166666667,0,0,6
SPD Smith,MM Sharma,0.5,0,0.25,0,0,0,0.25,4
AT Rayudu,SP Narine,0,1,0,0,0,0,0,2
DA Warner,CH Morris,0,1,0,0,0,0,0,2
BB McCullum,MM Sharma,0.5,0.25,0,0,0,0,0.25,4
S Dhawan,S Kaushik,0.555555556,0.222222222,0.111111111,0,0.111111111,0,0,9
CH Morris,A Zampa,0.333333333,0.666666667,0,0,0,0,0,6
JP Duminy,BB Sran,0.5,0.333333333,0,0,0,0,0.166666667,6
DR Smith,Z Khan,0.3125,0.25,0.125,0,0.3125,0,0,16
M Vijay,Harbhajan Singh,0.454545455,0.363636364,0.181818182,0,0,0,0,11
GJ Bailey,Sandeep Sharma,1,0,0,0,0,0,0,2
CR Brathwaite,MP Stoinis,0.5,0,0.5,0,0,0,0,2
SK Raina,A Nehra,0.5,0.25,0,0,0,0.25,0,4
MS Dhoni,JJ Bumrah,0.2,0.4,0.2,0,0,0,0.2,5
HM Amla,SR Watson,0.5,0,0.25,0,0,0,0.25,4
V Kohli,RP Singh,0.181818182,0.454545455,0.090909091,0,0,0.272727273,0,11
HH Pandya,BB Sran,0.625,0.375,0,0,0,0,0,8
Parvez Rasool,B Kumar,0.5,0.166666667,0,0,0.166666667,0,0.166666667,6
CH Gayle,KC Cariappa,0.2,0.4,0,0,0.2,0.2,0,5
AT Rayudu,JP Faulkner,0.333333333,0.333333333,0.222222222,0,0,0,0.111111111,9
AD Russell,CJ Jordan,0.5,0.25,0,0,0,0.25,0,4
KP Pietersen,DJ Bravo,0.285714286,0.428571429,0,0,0,0.142857143,0.142857143,7
AB de Villiers,SB Jakati,0.090909091,0.545454545,0,0.090909091,0.090909091,0.181818182,0,11
V Kohli,KH Pandya,0.333333333,0.333333333,0.222222222,0,0,0,0.111111111,9
DJ Hooda,MM Sharma,0.333333333,0.5,0.166666667,0,0,0,0,6
AT Rayudu,A Mishra,0.333333333,0.5,0,0,0,0,0.166666667,6
DJ Hooda,NM Coulter-Nile,0.2,0.4,0,0,0.2,0,0.2,5
MM Sharma,CH Morris,0,0.5,0,0.5,0,0,0,2
AD Russell,Harbhajan Singh,0.333333333,0.333333333,0,0,0.166666667,0.166666667,0,6
Gurkeerat Singh,A Zampa,0.125,0.875,0,0,0,0,0,8
RA Jadeja,Z Khan,0.583333333,0.083333333,0.166666667,0,0.166666667,0,0,12
JC Buttler,P Sahu,0,0.666666667,0,0,0,0.333333333,0,3
RA Jadeja,M Morkel,0,0.5,0,0,0.5,0,0,2
V Kohli,PV Tambe,0.214285714,0.571428571,0,0,0.214285714,0,0,14
YK Pathan,CH Morris,0,1,0,0,0,0,0,1
DA Warner,RA Jadeja,0.285714286,0.571428571,0,0,0.142857143,0,0,7
JP Faulkner,Z Khan,0.25,0.25,0.5,0,0,0,0,4
RG Sharma,VR Aaron,0.3,0.4,0,0,0.1,0.1,0.1,10
GJ Maxwell,Harbhajan Singh,0.363636364,0.363636364,0.090909091,0,0.181818182,0,0,11
AD Nath,CJ Jordan,0.5,0.5,0,0,0,0,0,2
IK Pathan,PP Chawla,0,1,0,0,0,0,0,3
V Kohli,B Kumar,0.421052632,0.368421053,0,0,0.157894737,0,0.052631579,19
KV Sharma,Shakib Al Hasan,0.75,0.25,0,0,0,0,0,4
M Vijay,CH Morris,0.333333333,0.166666667,0.166666667,0,0.166666667,0,0.166666667,6
AR Patel,MJ McClenaghan,0.5,0,0,0,0,0,0.5,2
RR Pant,N Rana,0.333333333,0.666666667,0,0,0,0,0,3
YK Pathan,M Ashwin,0.411764706,0.235294118,0.058823529,0,0.117647059,0.176470588,0,17
V Kohli,Bipul Sharma,0,0.666666667,0,0,0.333333333,0,0,3
UT Khawaja,NM Coulter-Nile,0.333333333,0.333333333,0,0,0.333333333,0,0,3
M Vohra,JP Faulkner,0.333333333,0,0.166666667,0,0.5,0,0,6
Yuvraj Singh,M Morkel,0.5,0.5,0,0,0,0,0,4
